"rt","group","age","child.old20","aoa","letter.cnt","llm_freq_log","log_frequency_per_million_hi_kids","log_frequency_per_million_lo_kids","log_frequency_per_million_hi_adults","log_frequency_per_million_lo_adults","log_frequency_per_million_ll_lo","log_frequency_per_million_ll_sh","log_frequency_per_million_ds_lo","log_frequency_per_million_ds_sh","dwds_freq_log","childlex_freq_log","word"
8.03689677268507,"Kids",1,1.65,3.2,6,1.36809825234199,1.22110983686133,0.876020346605171,1.18078253920679,0.917467674199138,0.229621216931995,0.508666151549853,1.98407379631093,1.20916891967032,2.36198543627549,3.63299355488294,"Becher"
7.86940171257709,"Kids",1,1,2.84,4,3.92338569889179,3.45734406783127,3.33682944481411,3.10259513668304,3.31536294699751,1.35355131358439,2.24326720693796,2.84535789867287,4.16667998040411,2.99977409438032,4.53265593243154,"Bein"
8.31678912707152,"Kids",1,1.85,8.48,7,1.48588128799837,0.490222328318543,0.284655860355168,1.43671591334399,1.42829329796513,2.25979170960505,0.731809702864063,-0.0813815033941669,0.110556631002209,2.31638937397044,0.89237821418543,"Berater"
7.91534816926308,"Kids",1,1.35,4,4,5.10378177265373,4.7750459673008,4.8745486486049,4.23517672540937,4.39012401984344,4.56035455721833,5.31063591351255,4.26097987488728,5.37259894168553,3.14961148796642,4.31532292288695,"Berg"
8.07837810362652,"Kids",1,1.9,5.73,5,1.18577669554803,1.24550128998549,1.20737748255961,3.09647890966561,3.1861512155175,2.44379535258199,1.35596401193706,0.717126192823605,-0.582590549557737,3.61719546481549,2.83012025439435,"Beruf"
8.03300949859667,"Kids",1,1.35,3.92,5,3.88713790849945,4.01053139725135,4.04510550697036,3.1207225212756,3.13304139020355,1.35355131358439,3.14772348116511,3.32351274014931,5.06814270400865,1.52605630349505,4.45067154362423,"Besen"
8.14525956651686,"Kids",1,1.85,5.44,8,3.94578663558095,3.76008370791961,3.79764464800544,4.10304766087891,4.05537443653367,3.3980131363682,3.28644969066674,2.808990254502,2.54197459583922,2.96181348035037,3.1665840617804,"Besucher"
7.81561053203519,"Kids",1,1,3.12,4,4.97788940430362,5.05750424638713,5.00947114656402,4.45792727219897,4.39184667315488,3.99439276499315,4.96784670999138,4.88920310358606,5.94573279836305,4.3745739321487,6.02335747988656,"Bett"
8.05452260953729,"Kids",1,1.6,5.76,5,-1.11680839744601,-0.177607044257113,-0.258959586233814,-1.99727129114116,-0.874291795028917,-2.33532814052954,-1.97624049823815,0.0239790122636594,-0.870272622009518,0.611394678687686,2.30585008170625,"Beule"
8.17046857833067,"Kids",1,1.8,4.38,6,2.0401920237041,2.26473999111209,2.09241567092966,1.83137010534794,1.76476553458634,1.3282335056001,1.55012002637801,2.60419584185598,2.83513613405563,1.75336508124074,3.0256982951852,"Beutel"
8.0702808933939,"Kids",1,1.5,3.35,5,2.45272429903536,3.2101673170729,3.49185082561061,0.400623981657214,0.735146117405183,-0.543568671301486,2.39320735422887,1.96988916131897,2.79328902412013,1.36276981607293,1.13748286010961,"Biene"
7.87359778968554,"Kids",1,1.6,2.92,4,4.11697044796445,3.82242683849375,3.85100311614525,4.07577324295925,3.9646321213854,4.31882437965368,4.70084296300899,4.93516222738825,4.91457767573547,5.03730319030116,5.00756108536931,"Bild"
8.10288913464087,"Kids",1,1.65,4.12,5,-0.423661216886066,0.227858063851052,0.564240722574329,-1.30412411058121,-0.874291795028917,-2.33532814052954,-1.97624049823815,0.206300569057614,0.110556631002209,1.1144856378244,1.58532053901118,"Birne"
7.90248743716286,"Kids",1,1.7,3.5,5,2.60888502979064,2.62575333664942,2.73120164227072,2.06317171940526,2.05244760703812,3.07184363093058,3.39903790944602,4.9483299377629,4.51575032495762,3.51666663146827,4.19414523560849,"Blatt"
8.10952565975287,"Kids",1,1.85,4.54,5,3.27764075722643,3.56244069643122,3.37716351544081,3.47919226079035,3.01752850308171,2.51670212339008,3.56502304692028,4.47832630851717,5.46478162948854,2.22786154679811,3.73188541844312,"Blitz"
8.11342663994365,"Kids",1,1.65,5.04,5,-0.423661216886066,-1.22742916875579,-1.76303698301009,0.0821702505386792,-0.363466171262927,-0.949033779409651,-0.366802585804047,1.41027337338355,1.0756375270458,2.5551320946775,2.12891615840867,"Block"
7.91971976092457,"Kids",1,1.6,3.08,5,4.40864454168577,4.70253984168521,4.77582616809473,3.39180043867534,3.17459039311643,2.78863583887372,3.70051330403013,4.13321218697951,4.78455300792015,2.4308023907948,3.27990371572939,"Blume"
7.90470391387375,"Kids",1,1.45,4.21,4,3.54663069666606,3.14742897643948,3.22228050310188,4.25655752043432,4.3969968991312,1.77554572364377,3.30187416099237,5.49034996380795,3.79001686319965,4.16861680659669,4.6851340831481,"Blut"
7.95647679803678,"Kids",1,1.2,3.04,5,5.69223090859697,5.4116994205002,5.39761480543561,5.55128468802872,5.49617980122421,4.72170884116835,5.23383912993264,6.29288588409323,6.17288729397882,4.97896573243523,6.27434442014523,"Boden"
8.08548677210285,"Kids",1,1.5,4.8,5,-1.11680839744601,-2.07472702914299,-0.952106766793759,-1.30412411058121,-1.97290408369703,-2.33532814052954,-1.97624049823815,0.665832898436054,1.69467673545202,0.839841559710749,1.43576897823702,"Bohne"
8.30424746507847,"Kids",1,1.85,7.04,5,1.92771404027741,0.122497548193225,0.377029180486183,1.13822292478799,1.42829329796513,-2.33532814052954,-0.184481029010092,2.011853360418,1.46510229380752,1.84593194811645,1.87300261129578,"Bombe"
7.74500280351584,"Kids",1,1.75,4.19,4,4.88707866966053,4.29288823840438,4.29550192976221,3.84045915602478,3.92699326988546,4.42855676803289,5.46273109415771,4.23906519218189,5.00746315977012,3.01263855362035,4.5599758635053,"Boot"
8.21770840684531,"Kids",1,1.75,5.73,5,2.67868079172618,2.35608976970032,2.17367863500843,2.69407659108799,2.58097280790351,1.47133434924078,3.77315248767011,2.43092412058195,2.3618484296087,2.8318594868285,2.62681056735013,"Brand"
8.36240897761537,"Kids",1,1.85,6,6,-1.11680839744601,-1.563901405377,-1.76303698301009,-0.610976930021266,-1.27975690313708,-1.6421809599696,-1.97624049823815,-0.332695931675073,-0.582590549557737,1.43484640170206,1.76298742235971,"Bremse"
8.06337782236703,"Kids",1,1.8,4.58,5,-1.80995557800596,-0.534281988195845,-0.664424694341978,0.199953286195063,-0.874291795028917,-0.949033779409651,0.662816831377111,2.50888566205166,3.08736089467068,2.05604496387344,3.26965342268102,"Brett"
8.13123654969612,"Kids",1,1.8,4.6,5,5.13605841309327,4.50034881145663,4.53084429630661,4.27560571540501,4.37972531262254,4.56841911705506,5.22418439470681,5.60257612149671,6.31182616498522,4.55260239556487,5.07504423169135,"Brief"
8.00903068506973,"Kids",1,1.7,4,6,3.24629022734235,3.08048949376437,3.06527675429221,2.06317171940526,1.89829692721086,2.30906275861183,2.68719859587392,4.0148131981161,5.41572547249935,2.44043215968617,4.35265835468785,"Brille"
7.84776253747361,"Kids",1,1.65,3.08,4,2.89957462330638,2.75624982557879,2.69421307290138,2.64711960800022,2.24660362147908,2.62751648973037,3.27603292980848,4.12662237730046,4.03992827476497,3.60739821224605,4.22237099709742,"Brot"
8.23509549725836,"Kids",1,1.85,4,8,0.269485963673879,1.24550128998549,1.40454554747056,0.998460982412834,0.666153245918232,1.24819079792657,1.6873211478915,2.66303634187892,3.2514709144007,1.53965901782618,3.21672399605539,"Brötchen"
8.00269416228394,"Kids",1,1.6,4.12,6,3.81044528771119,3.04725085228864,3.01398345990466,2.17711597875448,1.81128555022123,4.11039167885604,3.84087066172506,4.92702909567998,5.25368110814454,3.23533955089887,3.68536882379662,"Brücke"
8.17385745477362,"Kids",1,1.9,3.12,6,4.53918341337384,4.47444672762983,4.36273990170549,4.23517672540937,4.18195401031939,3.88127796055532,4.75716139359921,4.37940496514036,5.59327672054802,4.16629306153468,5.36378522423227,"Bruder"
8.38022733634308,"Kids",1,1.85,5.72,7,2.84400477215157,3.22192228030435,3.05522641843871,2.90056850880975,2.44593652409957,3.57817486510873,3.67273373992306,4.55118765678204,3.99212042894565,2.31796619503235,3.6577719200647,"Brunnen"
7.58984151218266,"Kids",1,1,3.68,4,6.58303400995097,6.61552270888372,6.62637965346399,7.1663966726366,7.17641158644138,6.13644918735621,6.66299331908712,6.28909009285896,6.66342108783911,4.74356597821364,5.58298541140858,"Buch"
7.83913164827433,"Kids",1,1.6,4.92,4,5.92065848805778,5.78994895779919,5.82224409562904,5.6476480538177,5.66721908899834,4.97655802354762,5.96041965698728,4.6587080004933,5.82676162565697,2.52212214871414,4.28403962547331,"Burg"
8.24117615049496,"Kids",1,1.8,4.12,6,1.08041617989021,0.655302078677991,0.801912374451449,-0.898659002473047,-0.586609722577136,-1.6421809599696,-0.589946137118257,1.08868974925609,2.75850290803471,1.19875923727305,2.51265435248945,"Bürste"
7.79152281915073,"Kids",1,1,3.92,3,3.29598989589462,3.17929007850846,3.2963884752556,2.6178492257001,2.79778054076864,2.42684579426821,2.715107383991,2.73867375608454,3.64788618698894,1.69579907808214,4.32434145991639,"Bus"
8.02256894698825,"Kids",1,1,4.48,5,3.25894862421427,3.48851542273421,3.48923644503654,1.403926090521,1.87724351801303,2.16448152980072,3.70733926910053,3.08736993429147,4.9094415576137,2.32336763217657,3.27990371572939,"Busch"
8.01334318138667,"Kids",1,1.55,3.46,6,0.492629514988089,0.921005244410997,0.911111666416441,0.400623981657214,-0.363466171262927,-0.138103563193322,0.421654774560223,2.85129263419269,1.43231247098453,2.93661900906148,2.80581256889486,"Butter"
8.13153071060425,"Kids",1,2.35,3.58,5,4.17398070268123,4.04116509634004,4.2358995789366,4.0524621640908,3.5877775473185,1.82355494283013,3.39439752988952,2.9525025361242,2.77604721768562,0.757998152879562,2.09614616250968,"Clown"
7.6425241342329,"Kids",1,1,3.96,4,3.07284634458041,2.76155487780848,2.79346803099672,2.60789889484693,2.52690558663324,2.93767141803421,3.66920639940509,3.6562881148892,4.10415962342278,3.06693603256032,4.21838929880953,"Dach"
7.91534816926308,"Kids",1,1.35,5.68,4,3.63246213251584,3.71114733423168,3.61455356443246,4.1597076944444,3.91319994775313,1.91316710151982,2.47810679801536,2.93088007211103,3.65151595503952,4.25855872067364,4.20431969835976,"Dame"
8.03268487596762,"Kids",1,1.65,3.42,6,0.387268999330262,1.15739402247523,1.09916389791938,0.641786038474102,1.0716183540264,0.303729189085717,2.38046832845144,2.41274180149876,2.37492051117606,2.29837624821999,3.64722026341413,"Daumen"
7.88532923927319,"Kids",1,1.2,3.5,5,3.87021703101111,4.18166260329415,4.18630263779722,3.52418962672109,3.54454881276768,3.11999297482816,3.06071210417548,4.99448651526914,5.02229197644358,3.29550347710309,5.04929423583636,"Decke"
8.00001409367807,"Kids",1,1.7,3.88,6,1.23456685971747,1.58025087329526,1.63816039865207,1.74039832714221,1.83375840607329,1.55649215758109,1.80794913568011,3.43842162067584,4.43964388038187,2.21855109738404,3.8710880956076,"Deckel"
8.07961802938984,"Kids",1,1.25,4.88,4,5.18122130911525,5.38095696155664,5.39255445987663,4.81507380303632,4.97599313861629,3.7537167349173,4.75119122661271,4.87444555420709,5.53440471999745,1.73695123273306,3.64369559362965,"Dieb"
8.14670905220332,"Kids",1,1.6,5.58,6,2.36443169188968,1.99714467722705,2.03805446171078,2.62770152214311,2.88690832066465,2.09548865831377,1.06828193948528,2.44878173798195,2.40056294178939,3.16403941896237,3.07071739894829,"Diener"
8.25816336153762,"Kids",1,2.55,4.77,8,0.587939694792414,0.490222328318543,-0.0138371282008288,-0.387833378707056,-0.874291795028917,-1.23671585186143,-0.589946137118257,1.57154152097967,1.69467673545202,3.13909641586186,2.65574438931467,"Dienstag"
8.06306291132679,"Kids",1,1,4.2,4,0.962633144233824,1.07515592423826,0.762691661298168,1.33493321903405,0.799684638542754,0.372722060572669,0.662816831377111,4.14301618707613,3.84225608229907,3.33527123154599,4.51649516884706,"Ding"
8.43576619272051,"Kids",1,2.35,6.38,8,1.74539248348346,1.34844925923794,1.11334853291134,1.18078253920679,1.35930042647818,2.19727135262371,2.95823343489254,2.88044921848414,2.50845190380058,3.99419268027166,3.29005000543357,"Direktor"
8.40088406901585,"Kids",1,2.25,3.81,6,1.13448340116048,0.937534546362207,0.782494288594347,1.66629035498849,0.917467674199138,1.24819079792657,2.58810769322969,1.12259130093177,1.76878470760574,3.9366765928668,4.05387486071817,"Doktor"
7.99226864327075,"Kids",1,1.6,4.68,4,6.88655466118394,7.20706541023983,7.28575457698741,6.41122248335174,6.44975862387298,6.48211778051233,7.87490057392577,5.6733053011238,6.52134809915583,3.61719546481549,4.50606032976091,"Dorf"
8.02910705461974,"Kids",1,1.85,4.15,6,5.82776085465884,6.05846896078032,6.05599648602266,5.51698336167525,5.56559091571644,5.02985198549147,6.36968976374087,5.36439755483033,6.25768856429949,0.882940752192601,4.77370969776161,"Drache"
8.17018565287964,"Kids",1,1.6,7.12,5,2.34892750535372,2.34008942835388,2.09769272803051,3.75530134768448,3.72753948969366,2.66188413323457,1.87390710347191,3.72528098637615,2.03844827455484,4.09554384279758,2.95763731435418,"Druck"
8.09162741160107,"Kids",1,1.8,2.54,5,1.23456685971747,1.22110983686133,0.820960569422143,2.14586343525038,1.89829692721086,0.229621216931995,0.103201043441688,2.86305747577227,1.0756375270458,2.02326793687389,2.9290285618979,"Durst"
7.96171881598136,"Kids",1,1.7,3.33,4,4.34064719044032,4.63498373257995,4.46941103354043,4.43405979079232,4.25363258559044,3.46679023484752,3.81981725252722,4.51486005184962,4.91457767573547,3.59602375959458,5.1382598710045,"Ecke"
8.00670084544037,"Kids",1,1.65,3.62,5,2.17902846855832,2.50341448445718,2.40749671756956,1.403926090521,0.860309260359189,-0.255886598849706,1.78495961745541,2.88044921848414,3.58407467424399,1.95416172525308,3.69214444258215,"Eimer"
8.1969879272589,"Kids",1,2.25,4.42,7,3.71947350950547,3.59974105784443,3.5900052832272,3.66568918899479,3.56443018332151,4.27536790418822,4.71086810962837,3.93400001502113,4.31711318383124,3.06544488596529,4.402032499481,"Eingang"
7.59034694560257,"Kids",1,1,3.16,3,4.49814286350357,4.42556113906031,4.48934847974613,3.91352535289937,3.9513517137175,3.23682589164822,4.443754429909,4.94030362688867,5.06638368860347,2.70491194860171,4.47874937738485,"Eis"
8.01763715990848,"Kids",1,1.55,6.2,5,1.62403162647919,1.11712012333729,1.54201653809917,1.87392971976673,1.85573731279207,0.842725689818404,1.48949540456158,3.99991534343546,1.46510229380752,2.92359159577631,2.78929334286901,"Eisen"
8.15363748638528,"Kids",1,2.5,3.27,7,3.70347316815903,3.74039803284858,3.79668264696925,2.44537996534916,2.17023064269451,1.42587197516402,2.48966762041644,1.38495556539926,2.85942882662467,1.22700550343651,2.63652462106832,"Elefant"
8.00001409367807,"Kids",1,1.45,5.08,4,6.34970515905742,6.688648927547,6.6798636038243,6.44087869293463,6.46675990520997,5.91267756107108,7.38044877007317,7.10484690895444,7.41263180698751,5.59209830306164,5.91566022349059,"Ende"
8.05229649953865,"Kids",1,1.6,4.36,5,2.91743224070638,2.73202253024347,2.64062882676728,2.82301027446388,2.82288646189971,1.42587197516402,3.28644969066674,2.83338170762616,3.34923508316659,3.0169065087854,2.95054841315507,"Engel"
7.88795933659994,"Kids",1,1.6,3.25,4,2.23309568982859,3.93654014526117,4.03908139236697,0.947167688025284,0.917467674199138,-0.949033779409651,-0.366802585804047,2.24318249631865,2.97275751193168,1.12492959698548,1.78604710807711,"Ente"
8.31532177537757,"Kids",1,1.9,4.15,5,-0.200517665571857,0.00471451253684173,-0.153599070575988,-1.99727129114116,-1.97290408369703,-1.23671585186143,-0.366802585804047,0.611765677165778,0.921486847218537,0.735727628095064,1.22080034379264,"Erbse"
8.00903068506973,"Kids",1,1.7,4.17,4,5.12929836803555,5.34385387360513,5.40823574142453,5.26184483695594,5.25910624796773,5.41528659224087,5.80155212810068,5.69454935271375,5.31593600189098,4.70859282517563,5.3196529194422,"Erde"
7.98718474823347,"Kids",1,1.55,4.08,4,4.45534563473175,5.85535926627588,5.92232150807231,3.63034982254948,3.9672671690234,1.70772312730501,3.11750970256861,5.08213382232789,5.40197525585909,1.12492959698548,3.54696944084899,"Eule"
8.2419665602318,"Kids",1,2.5,7.24,6,3.98305803037819,2.73202253024347,2.71429983146812,3.26022408088662,2.81458765908502,1.72511487001688,1.35596401193706,2.94174974434794,3.19590106324589,2.72313583852025,1.61280256759015,"Fabrik"
7.95155933115525,"Kids",1,1,5.38,4,1.48588128799837,1.58025087329526,1.52349749033193,1.71630077556315,1.39439174628945,1.89877836406772,1.06828193948528,2.69120721884561,2.97275751193168,2.12417587302001,2.64621613852402,"Fach"
8.22657347497711,"Kids",1,1.35,5.28,5,1.40892024686224,1.24550128998549,0.993803382261554,1.69160816297278,1.76476553458634,1.47133434924078,1.71263895587579,5.12323549801344,2.85139665492741,2.41680623708407,2.8693455063001,"Faden"
8.04269949689764,"Kids",1,1.5,4.88,5,-1.11680839744601,-0.400750595571323,-0.952106766793759,-1.30412411058121,-0.363466171262927,-2.33532814052954,-1.97624049823815,1.67263763785104,1.55747561393853,2.67545813650155,2.34561500420459,"Fahne"
8.23164217997341,"Kids",1,1.55,5.29,5,-0.0181961087779019,-1.38157984858305,-1.76303698301009,-0.387833378707056,-1.27975690313708,1.5766948648986,0.220984079098072,0.856888135198763,-0.359446998243527,0.988053098101046,1.43576897823702,"Fähre"
8.28197705886776,"Kids",1,2.65,3.88,7,4.22072968225531,3.38627591968214,3.35495682940667,1.91475171428699,2.40912255097685,3.65863328677703,4.77134602859117,3.19785747120112,4.48945337266716,1.88007555027662,4.14165965922088,"Fahrrad"
8.04173471148754,"Kids",1,1.2,6.68,4,4.79398824659452,4.66421504306998,4.62468373312075,5.00488466326247,5.17465518749243,4.34803280523673,4.99636575306361,4.66161638838925,4.98192985776496,5.19939717849791,5.4731356528697,"Fall"
8.06274790108635,"Kids",1,1.7,3.19,5,3.54663069666606,3.59285239684925,3.62260421170962,3.66915539697128,3.67607015446418,1.80780658586199,3.28644969066674,4.61200303941678,4.06180034958364,3.73783627106269,4.16086710120149,"Farbe"
